Entry	Entry Name	Protein names	Organism	Length	Gene Ontology (molecular function)	Function [CC]	Gene Names
Q9Y5K8	VATD_HUMAN	V-type proton ATPase subunit D (V-ATPase subunit D) (V-ATPase 28 kDa accessory protein) (Vacuolar proton pump subunit D)	Homo sapiens (Human)	247	proton-transporting ATPase activity, rotational mechanism [GO:0046961]	FUNCTION: Subunit of the V1 complex of vacuolar(H+)-ATPase (V-ATPase), a multisubunit enzyme composed of a peripheral complex (V1) that hydrolyzes ATP and a membrane integral complex (V0) that translocates protons (PubMed:33065002). V-ATPase is responsible for acidifying and maintaining the pH of intracellular compartments and in some cell types, is targeted to the plasma membrane, where it is responsible for acidifying the extracellular environment (By similarity). May play a role in cilium biogenesis through regulation of the transport and the localization of proteins to the cilium (PubMed:21844891). {ECO:0000250|UniProtKB:P39942, ECO:0000269|PubMed:21844891, ECO:0000269|PubMed:33065002}.	ATP6V1D ATP6M VATD
Q9Y5N5	N6MT1_HUMAN	Methyltransferase N6AMT1 (HemK methyltransferase family member 2) (M.HsaHemK2P) (Lysine N-methyltransferase 9) (EC 2.1.1.-) (Methylarsonite methyltransferase N6AMT1) (EC 2.1.1.-) (Protein N(5)-glutamine methyltransferase) (EC 2.1.1.-)	Homo sapiens (Human)	214	arsenite methyltransferase activity [GO:0030791]; histone H4K12 methyltransferase activity [GO:0140984]; nucleic acid binding [GO:0003676]; protein methyltransferase activity [GO:0008276]; protein-glutamine N-methyltransferase activity [GO:0036009]; S-adenosyl-L-methionine binding [GO:1904047]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; site-specific DNA-methyltransferase (adenine-specific) activity [GO:0009007]	FUNCTION: Methyltransferase that can methylate proteins and, to a lower extent, arsenic (PubMed:18539146, PubMed:21193388, PubMed:30017583, PubMed:31061526, PubMed:31636962). Catalytic subunit of a heterodimer with TRMT112, which monomethylates 'Lys-12' of histone H4 (H4K12me1), a modification present at the promoters of numerous genes encoding cell cycle regulators (PubMed:31061526). Catalytic subunit of a heterodimer with TRMT112, which catalyzes N5-methylation of Glu residue of proteins with a Gly-Gln-Xaa-Xaa-Xaa-Arg motif (PubMed:18539146, PubMed:31632689, PubMed:31636962). Methylates ETF1 on 'Gln-185'; ETF1 needs to be complexed to ERF3 in its GTP-bound form to be efficiently methylated (PubMed:18539146, PubMed:20606008, PubMed:31061526, PubMed:31636962). May also play a role in the modulation of arsenic-induced toxicity by mediating the conversion of monomethylarsonous acid (3+) into the less toxic dimethylarsonic acid (PubMed:21193388, PubMed:25997655). It however only plays a limited role in arsenic metabolism compared with AS3MT (PubMed:25997655). {ECO:0000269|PubMed:18539146, ECO:0000269|PubMed:20606008, ECO:0000269|PubMed:21193388, ECO:0000269|PubMed:25997655, ECO:0000269|PubMed:30017583, ECO:0000269|PubMed:31061526, ECO:0000269|PubMed:31632689, ECO:0000269|PubMed:31636962}.	N6AMT1 C21orf127 HEMK2 KMT9 PRED28
Q9Y5N6	ORC6_HUMAN	Origin recognition complex subunit 6	Homo sapiens (Human)	252	DNA binding [GO:0003677]	FUNCTION: Component of the origin recognition complex (ORC) that binds origins of replication. DNA-binding is ATP-dependent. The specific DNA sequences that define origins of replication have not been identified yet. ORC is required to assemble the pre-replication complex necessary to initiate DNA replication. Does not bind histone H3 and H4 trimethylation marks H3K9me3, H3K27me3 and H4K20me3. {ECO:0000269|PubMed:22427655}.	ORC6 ORC6L
Q9Y5P6	GMPPB_HUMAN	Mannose-1-phosphate guanylyltransferase catalytic subunit beta (EC 2.7.7.13) (GDP-mannose pyrophosphorylase B) (GTP-mannose-1-phosphate guanylyltransferase beta)	Homo sapiens (Human)	360	GTP binding [GO:0005525]; mannose-1-phosphate guanylyltransferase (GTP) activity [GO:0004475]; metal ion binding [GO:0046872]	FUNCTION: Catalytic subunit of the GMPPA-GMPPB mannose-1-phosphate guanylyltransferase complex (PubMed:33986552). Catalyzes the formation of GDP-mannose, an essential precursor of glycan moieties of glycoproteins and glycolipids (PubMed:33986552). Can catalyze the reverse reaction in vitro (PubMed:33986552). Together with GMPPA regulates GDP-alpha-D-mannose levels (PubMed:33986552). {ECO:0000269|PubMed:33986552}.	GMPPB
Q9Y5Q3	MAFB_HUMAN	Transcription factor MafB (Maf-B) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog B)	Homo sapiens (Human)	323	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; identical protein binding [GO:0042802]; protein-containing complex binding [GO:0044877]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]	FUNCTION: Acts as a transcriptional activator or repressor (PubMed:27181683). Plays a pivotal role in regulating lineage-specific hematopoiesis by repressing ETS1-mediated transcription of erythroid-specific genes in myeloid cells. Required for monocytic, macrophage, osteoclast, podocyte and islet beta cell differentiation. Involved in renal tubule survival and F4/80 maturation. Activates the insulin and glucagon promoters. Together with PAX6, transactivates weakly the glucagon gene promoter through the G1 element. SUMO modification controls its transcriptional activity and ability to specify macrophage fate. Binds element G1 on the glucagon promoter (By similarity). Involved either as an oncogene or as a tumor suppressor, depending on the cell context. Required for the transcriptional activation of HOXB3 in the rhombomere r5 in the hindbrain (By similarity). {ECO:0000250|UniProtKB:P54841, ECO:0000269|PubMed:19143053, ECO:0000269|PubMed:27181683}.	MAFB KRML
Q9Y5R4	HEMK1_HUMAN	MTRF1L release factor glutamine methyltransferase (EC 2.1.1.297) (HemK methyltransferase family member 1) (M.HsaHemKP)	Homo sapiens (Human)	338	DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]; protein methyltransferase activity [GO:0008276]; protein-(glutamine-N5) methyltransferase activity [GO:0102559]	FUNCTION: N5-glutamine methyltransferase responsible for the methylation of the glutamine residue in the universally conserved GGQ motif of the mitochondrial translation release factors MTRF1, MTRF1L, MRPL58/ICT1 and MTRFR. {ECO:0000269|PubMed:18541145, ECO:0000269|PubMed:35260756}.	HEMK1 HEMK
Q9Y5R6	DMRT1_HUMAN	Doublesex- and mab-3-related transcription factor 1 (DM domain expressed in testis protein 1)	Homo sapiens (Human)	373	chromatin binding [GO:0003682]; cis-regulatory region sequence-specific DNA binding [GO:0000987]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]	FUNCTION: Transcription factor that plays a key role in male sex determination and differentiation by controlling testis development and male germ cell proliferation. Plays a central role in spermatogonia by inhibiting meiosis in undifferentiated spermatogonia and promoting mitosis, leading to spermatogonial development and allowing abundant and continuous production of sperm. Acts both as a transcription repressor and activator: prevents meiosis by restricting retinoic acid (RA)-dependent transcription and repressing STRA8 expression and promotes spermatogonial development by activating spermatogonial differentiation genes, such as SOHLH1. Also plays a key role in postnatal sex maintenance by maintaining testis determination and preventing feminization: represses transcription of female promoting genes such as FOXL2 and activates male-specific genes. May act as a tumor suppressor. May also play a minor role in oogenesis (By similarity). {ECO:0000250}.	DMRT1 DMT1
Q9Y5U2	TSSC4_HUMAN	U5 small nuclear ribonucleoprotein TSSC4 (Tumor-suppressing STF cDNA 4 protein) (Tumor-suppressing subchromosomal transferable fragment candidate gene 4 protein)	Homo sapiens (Human)	329	molecular sequestering activity [GO:0140313]; protein-containing complex binding [GO:0044877]	FUNCTION: Protein associated with the U5 snRNP, during its maturation and its post-splicing recycling and which is required for spliceosomal tri-snRNP complex assembly in the nucleus (PubMed:34131137, PubMed:35188580). Has a molecular sequestering activity and transiently hinders SNRNP200 binding sites for constitutive splicing factors that intervene later during the assembly of the spliceosome and splicing (PubMed:35188580). Together with its molecular sequestering activity, may also function as a molecular adapter and placeholder, coordinating the assembly of the U5 snRNP and its association with the U4/U6 di-snRNP (PubMed:34131137). {ECO:0000269|PubMed:34131137, ECO:0000269|PubMed:35188580}.	TSSC4
Q9Y5U4	INSI2_HUMAN	Insulin-induced gene 2 protein (INSIG-2)	Homo sapiens (Human)	225	oxysterol binding [GO:0008142]; protein sequestering activity [GO:0140311]	FUNCTION: Oxysterol-binding protein that mediates feedback control of cholesterol synthesis by controlling both endoplasmic reticulum to Golgi transport of SCAP and degradation of HMGCR (PubMed:12242332, PubMed:16606821, PubMed:32322062). Acts as a negative regulator of cholesterol biosynthesis by mediating the retention of the SCAP-SREBP complex in the endoplasmic reticulum, thereby blocking the processing of sterol regulatory element-binding proteins (SREBPs) SREBF1/SREBP1 and SREBF2/SREBP2 (PubMed:32322062). Binds oxysterol, including 22-hydroxycholesterol, 24-hydroxycholesterol, 25-hydroxycholesterol and 27-hydroxycholesterol, regulating interaction with SCAP and retention of the SCAP-SREBP complex in the endoplasmic reticulum (PubMed:17428920, PubMed:26160948, PubMed:32322062). In presence of oxysterol, interacts with SCAP, retaining the SCAP-SREBP complex in the endoplasmic reticulum, thereby preventing SCAP from escorting SREBF1/SREBP1 and SREBF2/SREBP2 to the Golgi (PubMed:32322062). Sterol deprivation or phosphorylation by PCK1 reduce oxysterol-binding, disrupting the interaction between INSIG2 and SCAP, thereby promoting Golgi transport of the SCAP-SREBP complex, followed by processing and nuclear translocation of SREBF1/SREBP1 and SREBF2/SREBP2 (PubMed:32322062). Also regulates cholesterol synthesis by regulating degradation of HMGCR: initiates the sterol-mediated ubiquitin-mediated endoplasmic reticulum-associated degradation (ERAD) of HMGCR via recruitment of the reductase to the ubiquitin ligase RNF139 (PubMed:16606821, PubMed:22143767). {ECO:0000269|PubMed:12242332, ECO:0000269|PubMed:16606821, ECO:0000269|PubMed:17428920, ECO:0000269|PubMed:22143767, ECO:0000269|PubMed:26160948, ECO:0000269|PubMed:32322062}.	INSIG2
Q9Y5U5	TNR18_HUMAN	Tumor necrosis factor receptor superfamily member 18 (Activation-inducible TNFR family receptor) (Glucocorticoid-induced TNFR-related protein) (CD antigen CD357)	Homo sapiens (Human)	241	tumor necrosis factor receptor activity [GO:0005031]	FUNCTION: Receptor for TNFSF18. Seems to be involved in interactions between activated T-lymphocytes and endothelial cells and in the regulation of T-cell receptor-mediated cell death. Mediated NF-kappa-B activation via the TRAF2/NIK pathway.	TNFRSF18 AITR GITR UNQ319/PRO364
Q9Y5W3	KLF2_HUMAN	Krueppel-like factor 2 (Lung krueppel-like factor)	Homo sapiens (Human)	355	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]	FUNCTION: Transcription factor that binds to the CACCC box in the promoter of target genes such as HBB/beta globin or NOV and activates their transcription (PubMed:21063504). Might be involved in transcriptional regulation by modulating the binding of the RARA nuclear receptor to RARE DNA elements (PubMed:28167758). {ECO:0000269|PubMed:21063504, ECO:0000269|PubMed:28167758}.	KLF2 LKLF
Q9Y5W5	WIF1_HUMAN	Wnt inhibitory factor 1 (WIF-1)	Homo sapiens (Human)	379	activin receptor binding [GO:0070697]; nodal binding [GO:0038100]; Wnt-protein binding [GO:0017147]	FUNCTION: Binds to WNT proteins and inhibits their activities. May be involved in mesoderm segmentation.	WIF1 UNQ191/PRO217
Q9Y5W9	SNX11_HUMAN	Sorting nexin-11	Homo sapiens (Human)	270	phosphatidylinositol phosphate binding [GO:1901981]	FUNCTION: Phosphoinositide-binding protein involved in protein sorting and membrane trafficking in endosomes (PubMed:23615901). Regulates the levels of TRPV3 by promoting its trafficking from the cell membrane to lysosome for degradation (PubMed:26818531). {ECO:0000269|PubMed:23615901, ECO:0000269|PubMed:26818531}.	SNX11
Q9Y5X0	SNX10_HUMAN	Sorting nexin-10	Homo sapiens (Human)	201	1-phosphatidylinositol binding [GO:0005545]; ATPase binding [GO:0051117]; phosphatidylinositol phosphate binding [GO:1901981]	FUNCTION: Probable phosphoinositide-binding protein involved in protein sorting and membrane trafficking in endosomes. Plays a role in cilium biogenesis through regulation of the transport and the localization of proteins to the cilium. Required for the localization to the cilium of V-ATPase subunit ATP6V1D and ATP6V0D1, and RAB8A. Involved in osteoclast differentiation and therefore bone resorption. {ECO:0000269|PubMed:17012226, ECO:0000269|PubMed:21844891, ECO:0000269|PubMed:22499339}.	SNX10
Q9Y5Y2	NUBP2_HUMAN	Cytosolic Fe-S cluster assembly factor NUBP2 (Nucleotide-binding protein 2) (NBP 2)	Homo sapiens (Human)	271	4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; ATP-dependent FeS chaperone activity [GO:0140663]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]	FUNCTION: Component of the cytosolic iron-sulfur (Fe/S) protein assembly (CIA) machinery. Required for maturation of extramitochondrial Fe-S proteins. The NUBP1-NUBP2 heterotetramer forms a Fe-S scaffold complex, mediating the de novo assembly of an Fe-S cluster and its transfer to target apoproteins. Negatively regulates cilium formation and structure. {ECO:0000250|UniProtKB:Q9R061, ECO:0000255|HAMAP-Rule:MF_03039}.	NUBP2
Q9Y5Y4	PD2R2_HUMAN	Prostaglandin D2 receptor 2 (Chemoattractant receptor-homologous molecule expressed on Th2 cells) (G-protein coupled receptor 44) (CD antigen CD294)	Homo sapiens (Human)	395	G protein-coupled receptor activity [GO:0004930]; neuropeptide binding [GO:0042923]; prostaglandin D receptor activity [GO:0004956]; prostaglandin F receptor activity [GO:0004958]; prostaglandin J receptor activity [GO:0001785]	FUNCTION: Receptor for prostaglandin D2 (PGD2). Coupled to the G(i)-protein. Receptor activation may result in pertussis toxin-sensitive decreases in cAMP levels and Ca(2+) mobilization. PI3K signaling is also implicated in mediating PTGDR2 effects. PGD2 induced receptor internalization. CRTH2 internalization can be regulated by diverse kinases such as, PKC, PKA, GRK2, GPRK5/GRK5 and GRK6. Receptor activation is responsible, at least in part, in immune regulation and allergic/inflammation responses. {ECO:0000269|PubMed:11208866, ECO:0000269|PubMed:11535533, ECO:0000269|PubMed:17196174}.	PTGDR2 CRTH2 DL1R GPR44
